1640,52335,53590
1798,43849,53590
1906,43849,53590
1993,43849,53590
1997,43849,53590
2151,43849,53590
2190,41503,53590
2207,41503,54768
2246,41503,54768
2428,41503,54768
2625,41503,55942
2666,41503,58391
2852,41503,59596
2869,41503,59596
3107,40324,59596
3156,37946,59596
3311,37946,60741
3368,37946,60741
3708,37946,61892
3808,36718,63122
3911,35551,63122
4240,33344,63122
4251,33344,63122
4576,33344,64157
4750,33344,66661
4990,33344,66661
5288,32244,66661
5633,32244,67624
5718,29994,67624
5792,29994,67624
6031,29994,68769
6666,29994,69811
6677,28684,69811
6715,28684,71130
6752,27792,71130
7647,27792,72021
7681,26706,72021
8219,25610,72021
8233,25610,73079
8747,24642,73079
8904,24642,74086
9488,23316,74086
9531,23316,75118
9678,22486,75118
10165,22486,76145
10629,21685,76145
10636,21685,77287
11593,20803,77287
11644,20803,78053
12011,20803,79290
12428,19903,79290
12624,19903,80358
13231,18961,80358
13808,18961,80950
13982,17450,80950
14109,16559,80950
14206,16559,82215
14953,15843,82215
15160,15843,82992
15972,15414,82992
16082,15414,83789
17002,15414,84581
17248,14187,84581
17767,13199,84581
17952,13199,85337
18528,12493,85337
18729,12493,86286
19535,12171,86286
19810,12171,86881
20499,12171,87962
20833,11379,87962
21301,11379,88927
21753,10713,88927
22417,10713,89468
22765,9911,89468
23688,9505,89468
23778,9505,89623
24493,9505,90749
24866,8682,90749
25466,8682,91496
25783,8338,91496
26795,8338,91619
26978,7687,91619
27805,7687,92293
27999,7027,92293
28779,7027,93054
29022,6235,93054
29869,6235,93594
29991,5484,93594
30996,5266,93594
31110,5266,93789
31955,5266,94926
32229,4518,94926
33253,4518,94926
33357,4834,94926
34350,4834,95503
34657,4189,95503
35681,4189,95503
35722,3593,95336
36667,3593,96262
36816,3593,96262
37802,3706,96743
38107,2950,96743
39065,2950,96743
39175,2950,96720
40262,3056,96933
40445,2323,96933
41446,2323,97210
41548,2323,97210
42616,2465,97592
42810,2465,97592
43855,2657,97592
44061,1966,97530
45042,1966,97852
45207,1966,97852
46243,2293,98119
46457,1828,98119
47503,1828,98119
47648,1828,97447
48681,2038,98399
48875,1823,98399
49909,1823,98399
50091,1823,97652
51130,2022,98222
51306,1750,98222
52338,1750,98222
52538,1750,97898
53545,2473,97898
53709,2473,97755
54811,2664,98217
54904,2664,98217
56010,2675,98217
56118,2135,97913
57169,2135,97913
57425,2135,97398
58351,2522,97398
58602,2522,97110
59502,3225,97110
59704,2817,96687
60825,2817,97054
61042,2817,97054
61874,3147,97054
62225,3147,96220
63137,3550,96243
63385,3550,96243
64372,3756,96243
64605,3756,96114
65381,4715,96114
65574,4715,95279
66593,5442,95279
66598,5086,95066
67633,5086,95066
68039,5086,94387
68694,6353,94387
68828,6353,93791
69863,6485,93791
70093,6485,93447
71065,7069,93447
71159,7069,93152
72278,7422,93152
72343,7422,92846
73118,7789,92846
73533,7789,91838
74203,8876,91838
74312,8876,91294
75229,9692,91294
75433,9733,91294
76085,9733,90976
76647,9733,89743
77184,10338,89743
77716,10338,89214
78112,11758,89214
78193,11758,88436
79207,12192,88436
79380,12192,87881
80139,12697,87881
80534,12697,87106
81052,13966,87106
81349,14240,87106
81867,14240,86657
82430,14240,85407
82956,15309,85407
83101,15309,84802
83902,15978,84802
84150,15978,84030
84617,17218,84030
84768,17721,84030
85863,17721,83175
85880,18802,83175
86462,18802,82540
86479,18802,81422
86845,19684,81422
87322,19684,80160
87788,20653,80160
88061,20653,79365
88272,21846,79365
88492,21846,78215
89623,22481,78215
89626,22481,77690
89696,22481,76223
89957,23774,76223
90554,24828,76223
91010,25873,76223
91163,25873,75670
91636,26904,75670
91796,26904,74615
92258,28027,74615
92312,28734,74615
92486,28734,73590
93064,28734,72295
93234,28734,71225
93280,28734,69964
93561,28734,69964
93777,30987,69964
94537,30987,68884
94857,32180,68884
94904,33295,68884
94967,33295,68035
95007,33295,68035
95327,33295,66765
95366,33295,66765
95372,35700,66765
95879,35700,65604
95945,36860,65604
96197,36860,65604
96251,36860,63240
96306,37976,63240
96520,37976,62083
96612,37976,62083
96802,37976,60909
96846,40412,60909
96918,40412,60909
96986,40412,58487
97107,40412,58487
97396,42824,58487
97437,42824,58487
97551,43965,58487
97564,43965,56127
97601,43965,56127
97612,43965,56127
97657,43965,53715
97702,43965,53715
97906,43965,52509
98106,43965,51304
98162,47646,51304
98208,47646,50091
98211,48869,50091
