51306,1750
52538,1750
48875,1823
50091,1823
46457,1828
47648,1828
44061,1966
45207,1966
50091,2022
51306,2022
47648,2038
48875,2038
56118,2135
57425,2135
45207,2293
46457,2293
40445,2323
41548,2323
41548,2465
42810,2465
52538,2473
53709,2473
57425,2522
58602,2522
42810,2657
44061,2657
53709,2664
54904,2664
54904,2675
56118,2675
59704,2817
61042,2817
38107,2950
39175,2950
39175,3056
40445,3056
61042,3147
62225,3147
58602,3225
59704,3225
62225,3550
63385,3550
35722,3593
36816,3593
36816,3706
38107,3706
63385,3756
64605,3756
34657,4189
35722,4189
32229,4518
33253,4518
64605,4715
65574,4715
33253,4834
34657,4834
66598,5086
68039,5086
30996,5266
32229,5266
65574,5442
66598,5442
29991,5484
30996,5484
29022,6235
29991,6235
68039,6353
68828,6353
68828,6485
70093,6485
27999,7027
29022,7027
70093,7069
71159,7069
71159,7422
72343,7422
26978,7687
27999,7687
72343,7789
73533,7789
25783,8338
26978,8338
24866,8682
25783,8682
73533,8876
74312,8876
23688,9505
24866,9505
74312,9692
75229,9692
75229,9733
76647,9733
22765,9911
23688,9911
76647,10338
77716,10338
21753,10713
22765,10713
20833,11379
21753,11379
77716,11758
78193,11758
19535,12171
20833,12171
78193,12192
79380,12192
18528,12493
19535,12493
79380,12697
80534,12697
17767,13199
18528,13199
80534,13966
81052,13966
17248,14187
17767,14187
81052,14240
82430,14240
82430,15309
83101,15309
15972,15414
17248,15414
14953,15843
15972,15843
83101,15978
84150,15978
14109,16559
14953,16559
84150,17218
84617,17218
13982,17450
14109,17450
84617,17721
85863,17721
85863,18802
86479,18802
13231,18961
13982,18961
86479,19684
87322,19684
12428,19903
13231,19903
87322,20653
88061,20653
11593,20803
12428,20803
10629,21685
11593,21685
88061,21846
88492,21846
88492,22481
89696,22481
10629,22486
9678,22486
9488,23316
9678,23316
89696,23774
89957,23774
8747,24642
9488,24642
89957,24828
90554,24828
8219,25610
8747,25610
90554,25873
91163,25873
7681,26706
8219,26706
91163,26904
91796,26904
6752,27792
7681,27792
91796,28027
92258,28027
6677,28684
6752,28684
92258,28734
93561,28734
5718,29994
6677,29994
93280,30212
93561,30212
5718,30898
5792,30898
93280,30987
94537,30987
94537,32180
94857,32180
5288,32244
5792,32244
94857,33295
95366,33295
4240,33344
5288,33344
4240,34262
4251,34262
95327,34602
95366,34602
3911,35551
4251,35551
95327,35700
95879,35700
3808,36718
3911,36718
95879,36860
96251,36860
3156,37946
3808,37946
96251,37976
96802,37976
3156,39036
3368,39036
96520,39297
96802,39297
3107,40324
3368,40324
96520,40412
97107,40412
2190,41503
3107,41503
96986,41670
97107,41670
2190,42583
2428,42583
96986,42824
97437,42824
1798,43849
2428,43849
97437,43965
98106,43965
1798,45006
1997,45006
97657,45244
98106,45244
1993,46253
1997,46253
97564,46468
97657,46468
1993,47474
2246,47474
97564,47646
98208,47646
2246,48699
94967,48699
98208,48869
98211,48869
1906,50085
94967,50085
98162,50091
98211,50091
1906,51127
2151,51127
97906,51304
98162,51304
1640,52335
2151,52335
97702,52509
97906,52509
1640,53590
2207,53590
97601,53715
97702,53715
2207,54768
2625,54768
97601,54932
97612,54932
2625,55942
2869,55942
97396,56127
97612,56127
2666,57128
2869,57128
97396,57376
97551,57376
2666,58391
2852,58391
96846,58487
97551,58487
2852,59596
3311,59596
96846,59734
96918,59734
3311,60741
3708,60741
96612,60909
96918,60909
3708,61892
3808,61892
96306,62083
96612,62083
3808,63122
4576,63122
95945,63240
96306,63240
4576,64157
4990,64157
95945,64590
96197,64590
4750,65289
4990,65289
95372,65604
96197,65604
4750,66661
5633,66661
95007,66765
95372,66765
5633,67624
6031,67624
94904,68035
95007,68035
6031,68769
6666,68769
93777,68884
94904,68884
6666,69811
6715,69811
93234,69964
93777,69964
6715,71130
7647,71130
93064,71225
93234,71225
7647,72021
8233,72021
92486,72295
93064,72295
8233,73079
8904,73079
92312,73590
92486,73590
8904,74086
9531,74086
91636,74615
92312,74615
10165,75118
9531,75118
91010,75670
91636,75670
10165,76145
10636,76145
89626,76223
91010,76223
10636,77287
11644,77287
89623,77690
89626,77690
11644,78053
12011,78053
88272,78215
89623,78215
12011,79290
12624,79290
87788,79365
88272,79365
86845,80160
87788,80160
12624,80358
13808,80358
13808,80950
14206,80950
86462,81422
86845,81422
14206,82215
15160,82215
85880,82540
86462,82540
15160,82992
16082,82992
84768,83175
85880,83175
16082,83789
17002,83789
83902,84030
84768,84030
17002,84581
17952,84581
82956,84802
83902,84802
17952,85337
18729,85337
81867,85407
82956,85407
18729,86286
19810,86286
81349,86657
81867,86657
19810,86881
20499,86881
80139,87106
81349,87106
79207,87881
80139,87881
20499,87962
21301,87962
78112,88436
79207,88436
21301,88927
22417,88927
77184,89214
78112,89214
22417,89468
23778,89468
23778,89623
24493,89623
76085,89743
77184,89743
24493,90749
25466,90749
75433,90976
76085,90976
74203,91294
75433,91294
25466,91496
26795,91496
26795,91619
27805,91619
73118,91838
74203,91838
27805,92293
28779,92293
