1640,52335,53590
1798,43849,45006
1906,50085,51127
1993,46253,47474
1997,45006,46253
2151,51127,52335
2190,41503,42583
2207,53590,54768
2246,47474,48699
2428,42583,43849
2625,54768,55942
2666,57128,58391
2852,58391,59596
2869,55942,57128
3107,40324,41503
3156,37946,39036
3311,59596,60741
3368,39036,40324
3708,60741,61892
3808,36718,63122
3911,35551,36718
4240,33344,34262
4251,34262,35551
4576,63122,64157
4750,65289,66661
4990,64157,65289
5288,32244,33344
5633,66661,67624
5718,29994,30898
5792,30898,32244
6031,67624,68769
6666,68769,69811
6677,28684,29994
6715,69811,71130
6752,27792,28684
7647,71130,72021
7681,26706,27792
8219,25610,26706
8233,72021,73079
8747,24642,25610
8904,73079,74086
9488,23316,24642
9531,74086,75118
9678,22486,23316
10165,75118,76145
10629,21685,22486
10636,76145,77287
11593,20803,21685
11644,77287,78053
12011,78053,79290
12428,19903,20803
12624,79290,80358
13231,18961,19903
13808,80358,80950
13982,17450,18961
14109,16559,17450
14206,80950,82215
14953,15843,16559
15160,82215,82992
15972,15414,15843
16082,82992,83789
17002,83789,84581
17248,14187,15414
17767,13199,14187
17952,84581,85337
18528,12493,13199
18729,85337,86286
19535,12171,12493
19810,86286,86881
20499,86881,87962
20833,11379,12171
21301,87962,88927
21753,10713,11379
22417,88927,89468
22765,9911,10713
23688,9505,9911
23778,89468,89623
24493,89623,90749
24866,8682,9505
25466,90749,91496
25783,8338,8682
26795,91496,91619
26978,7687,8338
27805,91619,92293
27999,7027,7687
28779,92293,93054
29022,6235,7027
29869,93054,93594
29991,5484,6235
30996,5266,5484
31110,93594,93789
31955,93789,94926
32229,4518,5266
33253,4518,4834
33357,94677,94926
34350,94677,95503
34657,4189,4834
35681,95336,95503
35722,3593,4189
36667,95336,96262
36816,3593,3706
37802,96262,96743
38107,2950,3706
39065,96720,96743
39175,2950,3056
40262,96720,96933
40445,2323,3056
41446,96933,97210
41548,2323,2465
42616,97210,97592
42810,2465,2657
43855,97530,97592
44061,1966,2657
45042,97530,97852
45207,1966,2293
46243,97852,98119
46457,1828,2293
47503,97447,98119
47648,1828,2038
48681,97447,98399
48875,1823,2038
49909,97652,98399
50091,1823,2022
51130,97652,98222
51306,1750,2022
52338,97898,98222
52538,1750,2473
53545,97755,97898
53709,2473,2664
54811,97755,98217
54904,2664,2675
56010,97913,98217
56118,2135,2675
57169,97398,97913
57425,2135,2522
58351,97110,97398
58602,2522,3225
59502,96687,97110
59704,2817,3225
60825,96687,97054
61042,2817,3147
61874,96220,97054
62225,3147,3550
63137,96220,96243
63385,3550,3756
64372,96114,96243
64605,3756,4715
65381,95279,96114
65574,4715,5442
66593,95066,95279
66598,5086,5442
67633,94387,95066
68039,5086,6353
68694,93791,94387
68828,6353,6485
69863,93447,93791
70093,6485,7069
71065,93152,93447
71159,7069,7422
72278,92846,93152
72343,7422,7789
73118,91838,92846
73533,7789,8876
74203,91294,91838
74312,8876,9692
75229,9692,9733
75433,90976,91294
76085,89743,90976
76647,9733,10338
77184,89214,89743
77716,10338,11758
78112,88436,89214
78193,11758,12192
79207,87881,88436
79380,12192,12697
80139,87106,87881
80534,12697,13966
81052,13966,14240
81349,86657,87106
81867,85407,86657
82430,14240,15309
82956,84802,85407
83101,15309,15978
83902,84030,84802
84150,15978,17218
84617,17218,17721
84768,83175,84030
85863,17721,18802
85880,82540,83175
86462,81422,82540
86479,18802,19684
86845,80160,81422
87322,19684,20653
87788,79365,80160
88061,20653,21846
88272,78215,79365
88492,21846,22481
89623,77690,78215
89626,76223,77690
89696,22481,23774
89957,23774,24828
90554,24828,25873
91010,75670,76223
91163,25873,26904
91636,74615,75670
91796,26904,28027
92258,28027,28734
92312,73590,74615
92486,72295,73590
93064,71225,72295
93234,69964,71225
93280,30212,30987
93561,28734,30212
93777,68884,69964
94537,30987,32180
94857,32180,33295
94904,68035,68884
94967,48699,50085
95007,66765,68035
95327,34602,35700
95366,33295,34602
95372,65604,66765
95879,35700,36860
95945,63240,64590
96197,64590,65604
96251,36860,37976
96306,62083,63240
96520,39297,40412
96612,60909,62083
96802,37976,39297
96846,58487,59734
96918,59734,60909
96986,41670,42824
97107,40412,41670
97396,56127,57376
97437,42824,43965
97551,57376,58487
97564,46468,47646
97601,53715,54932
97612,54932,56127
97657,45244,46468
97702,52509,53715
97906,51304,52509
98106,43965,45244
98162,50091,51304
98208,47646,48869
98211,48869,50091
