98211,48869
98208,47646
98106,43965
97437,42824
97107,40412
96802,37976
96251,36860
95879,35700
95366,33295
94857,32180
94537,30987
93561,28734
92258,28027
91796,26904
91163,25873
90554,24828
89957,23774
89696,22481
88492,21846
88061,20653
87322,19684
86479,18802
85863,17721
84617,17218
84150,15978
83101,15309
82430,14240
81052,13966
80534,12697
79380,12192
78193,11758
77716,10338
76647,9733
75229,9692
74312,8876
73533,7789
72343,7422
71159,7069
70093,6485
68828,6353
68039,5086
65574,4715
64605,3756
63385,3550
62225,3147
61042,2817
58602,2522
57425,2135
52538,1750
